Location,Household Type,TimeFrame,DataFormat,Data,Fips
Manhattan,All Households,2021,Dollars,84435,36061
Queens,All Households,2021,Dollars,73262,36081
Staten Island,All Households,2021,Dollars,86054,36085
New York City,All Households,2021,Dollars,67997,3651000
Riverdale,Families,2021,Dollars,80080,208
Williamsbridge,Families,2021,Dollars,70885,212
Throgs Neck,Families,2021,Dollars,65311,210
Pelham Parkway,Families,2021,Dollars,61748,211
Morrisania,Families,2021,Dollars,18248.92719,203
East Tremont,Families,2021,Dollars,19051.07281,206
Bedford Park,Families,2021,Dollars,43001,207
University Heights,Families,2021,Dollars,41492,205
Concourse/Highbridge,Families,2021,Dollars,46356,204
Unionport/Soundview,Families,2021,Dollars,49002,209
Mott Haven,Families,2021,Dollars,23938.69041,201
Hunts Point,Families,2021,Dollars,13669.30959,202
Washington Heights,Families,2021,Dollars,61566,112
Manhattanville,Families,2021,Dollars,69069,109
Central Harlem,Families,2021,Dollars,57542,110
East Harlem,Families,2021,Dollars,49011,111
Upper East Side,Families,2021,Dollars,194738,108
Upper West Side,Families,2021,Dollars,224115,107
Chelsea/Clinton,Families,2021,Dollars,115601.6374,104
Midtown Business District,Families,2021,Dollars,57857.36265,105
Murray Hill/Stuyvesant,Families,2021,Dollars,200308,106
Lower East Side,Families,2021,Dollars,51915,103
Battery Park/Tribeca,Families,2021,Dollars,87681.36764,101
Greenwich Village,Families,2021,Dollars,129435.6324,102
Tottenville,Families,2021,Dollars,130191,503
South Beach,Families,2021,Dollars,92314,502
St. George,Families,2021,Dollars,94486,501
Williamsburg/Greenpoint,Families,2021,Dollars,104768,301
Bushwick,Families,2021,Dollars,54703,304
Bedford Stuyvesant,Families,2021,Dollars,69014,303
Fort Greene/Brooklyn Hts,Families,2021,Dollars,156390,302
Park Slope,Families,2021,Dollars,200402,306
Crown Heights North,Families,2021,Dollars,84121,308
Brownsville,Families,2021,Dollars,49418,316
East New York,Families,2021,Dollars,67195,305
Canarsie,Families,2021,Dollars,85240,318
East Flatbush,Families,2021,Dollars,68629,317
Crown Heights South,Families,2021,Dollars,74061,309
Sunset Park,Families,2021,Dollars,57202,307
Bay Ridge,Families,2021,Dollars,92790,310
Borough Park,Families,2021,Dollars,63598,312
Flatbush/Midwood,Families,2021,Dollars,85659,314
Sheepshead Bay,Families,2021,Dollars,77707,315
Bensonhurst,Families,2021,Dollars,62938,311
Coney Island,Families,2021,Dollars,54757,313
Astoria,Families,2021,Dollars,87841,401
Jackson Heights,Families,2021,Dollars,66942,403
Flushing,Families,2021,Dollars,71413,407
Bayside,Families,2021,Dollars,103806,411
Queens Village,Families,2021,Dollars,109173,413
Fresh Meadows/Briarwood,Families,2021,Dollars,91383,408
Elmhurst/Corona,Families,2021,Dollars,64608,404
Rego Park/Forest Hills,Families,2021,Dollars,109902,406
Sunnyside/Woodside,Families,2021,Dollars,81098,402
Ridgewood/Glendale,Families,2021,Dollars,77817,405
Woodhaven,Families,2021,Dollars,79748,409
Jamaica/St. Albans,Families,2021,Dollars,74855,412
Howard Beach,Families,2021,Dollars,86399,410
The Rockaways,Families,2021,Dollars,67105,414
Bronx,Families,2021,Dollars,50523,36005
Brooklyn,Families,2021,Dollars,76020,36047
Manhattan,Families,2021,Dollars,109977,36061
Queens,Families,2021,Dollars,81980,36081
Staten Island,Families,2021,Dollars,103824,36085
New York City,Families,2021,Dollars,77219,3651000
Riverdale,Families with Children,2021,Dollars,73803,208
Williamsbridge,Families with Children,2021,Dollars,57028,212
Throgs Neck,Families with Children,2021,Dollars,61292,210
Pelham Parkway,Families with Children,2021,Dollars,56696,211
Morrisania,Families with Children,2021,Dollars,17531.69054,203
East Tremont,Families with Children,2021,Dollars,18302.30946,206
Bedford Park,Families with Children,2021,Dollars,35855,207
University Heights,Families with Children,2021,Dollars,33739,205
Concourse/Highbridge,Families with Children,2021,Dollars,42260,204
Unionport/Soundview,Families with Children,2021,Dollars,41116,209
Mott Haven,Families with Children,2021,Dollars,17638.298,201
Hunts Point,Families with Children,2021,Dollars,10071.702,202
Washington Heights,Families with Children,2021,Dollars,49473,112
Manhattanville,Families with Children,2021,Dollars,84015,109
Central Harlem,Families with Children,2021,Dollars,46868,110
East Harlem,Families with Children,2021,Dollars,40663,111
Upper East Side,Families with Children,2021,Dollars,250001,108
Upper West Side,Families with Children,2021,Dollars,250001,107
Chelsea/Clinton,Families with Children,2021,Dollars,100782.4697,104
Midtown Business District,Families with Children,2021,Dollars,50440.53034,105
Murray Hill/Stuyvesant,Families with Children,2021,Dollars,201520,106
Lower East Side,Families with Children,2021,Dollars,48482,103
Battery Park/Tribeca,Families with Children,2021,Dollars,100961.3692,101
Greenwich Village,Families with Children,2021,Dollars,149039.6308,102
Tottenville,Families with Children,2021,Dollars,139711,503
South Beach,Families with Children,2021,Dollars,91915,502
St. George,Families with Children,2021,Dollars,91890,501
Williamsburg/Greenpoint,Families with Children,2021,Dollars,110864,301
Bushwick,Families with Children,2021,Dollars,48652,304
Bedford Stuyvesant,Families with Children,2021,Dollars,68676,303
Fort Greene/Brooklyn Hts,Families with Children,2021,Dollars,234487,302
Park Slope,Families with Children,2021,Dollars,249177,306
Crown Heights North,Families with Children,2021,Dollars,81991,308
Brownsville,Families with Children,2021,Dollars,39080,316
East New York,Families with Children,2021,Dollars,57063,305
Canarsie,Families with Children,2021,Dollars,83479,318
East Flatbush,Families with Children,2021,Dollars,62164,317
Crown Heights South,Families with Children,2021,Dollars,77296,309
Sunset Park,Families with Children,2021,Dollars,61846,307
Bay Ridge,Families with Children,2021,Dollars,94791,310
Borough Park,Families with Children,2021,Dollars,55481,312
Flatbush/Midwood,Families with Children,2021,Dollars,79375,314
Sheepshead Bay,Families with Children,2021,Dollars,70769,315
Bensonhurst,Families with Children,2021,Dollars,53668,311
